               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.037531,           0.0082321,            0.025899,             0.42684,             0.66028,             0.55814,              0.2644,            0.044588,           0.0095885,            0.018972,            0.009439,            0.009439,            0.009439
                  19,            0.038569,           0.0081919,            0.023494,              0.5746,              0.6873,              0.6327,             0.28033,             0.04215,           0.0099092,            0.019526,            0.009406,            0.009406,            0.009406
                  20,            0.035787,           0.0079539,            0.023067,             0.57031,             0.69465,             0.59699,             0.35621,              0.0372,            0.010078,            0.021225,            0.009373,            0.009373,            0.009373
                  21,            0.037317,           0.0074206,            0.021446,             0.47244,             0.72606,             0.67874,             0.38983,            0.038589,             0.00919,            0.018539,             0.00934,             0.00934,             0.00934
                  22,            0.034112,           0.0076472,            0.020975,              0.5329,             0.71036,             0.67128,             0.44615,             0.03313,           0.0092004,            0.018661,            0.009307,            0.009307,            0.009307
                  23,            0.034628,           0.0067003,            0.018865,             0.56066,             0.61687,             0.59082,             0.31929,            0.038776,           0.0092254,            0.018771,            0.009274,            0.009274,            0.009274
                  24,            0.035663,           0.0069029,            0.017881,             0.59343,             0.64205,             0.61799,             0.37313,            0.034698,           0.0091291,             0.01916,            0.009241,            0.009241,            0.009241
                  25,            0.034021,            0.006307,            0.017799,             0.49753,             0.79778,             0.62189,             0.39199,            0.029862,           0.0089341,            0.019042,            0.009208,            0.009208,            0.009208
                  26,             0.03301,           0.0066156,            0.017113,             0.68289,             0.72312,             0.76279,             0.47682,            0.036406,           0.0088555,            0.015443,            0.009175,            0.009175,            0.009175
                  27,            0.034792,           0.0064895,            0.015502,             0.68004,             0.58443,             0.69095,             0.40776,             0.03873,           0.0089079,            0.016809,            0.009142,            0.009142,            0.009142
                  28,            0.033067,           0.0063015,            0.018929,             0.75929,             0.60489,             0.71184,             0.44727,            0.032868,           0.0093951,            0.020532,            0.009109,            0.009109,            0.009109
                  29,            0.032063,           0.0063669,            0.015697,             0.76444,             0.55716,             0.68526,             0.42125,            0.032544,           0.0086807,            0.025249,            0.009076,            0.009076,            0.009076
                  30,            0.031323,           0.0062559,            0.015699,             0.77449,             0.58767,             0.69719,             0.46933,            0.029736,           0.0084244,            0.020798,            0.009043,            0.009043,            0.009043
                  31,            0.031877,           0.0063121,            0.014907,              0.6704,             0.66234,              0.7579,             0.40496,            0.038085,           0.0080029,            0.015132,             0.00901,             0.00901,             0.00901
                  32,            0.033361,           0.0061703,            0.015421,             0.76491,             0.62932,             0.75989,             0.42518,            0.037595,           0.0079965,             0.01508,            0.008977,            0.008977,            0.008977
                  33,            0.034259,           0.0062411,            0.014811,              0.6034,             0.67224,             0.72319,             0.47852,            0.029375,           0.0081585,            0.016189,            0.008944,            0.008944,            0.008944
                  34,             0.02995,           0.0063137,            0.013832,             0.76325,             0.69466,             0.78475,             0.48359,            0.033765,           0.0078611,            0.014678,            0.008911,            0.008911,            0.008911
                  35,            0.031133,           0.0061644,             0.01313,             0.75927,             0.60314,             0.78397,              0.4886,            0.033164,           0.0083757,            0.015619,            0.008878,            0.008878,            0.008878
                  36,            0.030757,           0.0063418,            0.014471,             0.69715,             0.68571,               0.755,               0.516,            0.029102,           0.0081391,             0.01616,            0.008845,            0.008845,            0.008845
                  37,            0.030362,            0.005912,            0.013761,             0.71996,             0.67788,             0.72562,             0.51534,            0.028548,           0.0079163,            0.017198,            0.008812,            0.008812,            0.008812
                  38,            0.029482,           0.0056151,            0.012399,             0.71076,             0.63704,             0.75196,             0.46259,            0.029953,           0.0078369,            0.015356,            0.008779,            0.008779,            0.008779
                  39,            0.029125,           0.0062859,             0.01212,             0.54045,             0.79297,             0.76281,             0.48142,            0.028489,            0.007922,            0.016328,            0.008746,            0.008746,            0.008746
                  40,            0.028944,           0.0058743,              0.0123,             0.52647,             0.76437,             0.76472,             0.47177,            0.030769,           0.0084103,            0.017654,            0.008713,            0.008713,            0.008713
                  41,             0.02772,           0.0057361,            0.012774,             0.51524,             0.71763,             0.74461,             0.50269,            0.030229,           0.0078595,            0.016134,             0.00868,             0.00868,             0.00868
                  42,            0.028295,           0.0055344,             0.01165,             0.71394,             0.60478,              0.7499,             0.55782,             0.02906,           0.0086492,            0.015427,            0.008647,            0.008647,            0.008647
                  43,            0.031288,           0.0059453,            0.011012,             0.74651,              0.7069,             0.77891,              0.5407,            0.029998,           0.0080187,            0.013665,            0.008614,            0.008614,            0.008614
                  44,            0.027262,           0.0057188,             0.01206,             0.74911,             0.69411,             0.78827,             0.58658,            0.027284,           0.0074542,             0.01469,            0.008581,            0.008581,            0.008581
                  45,            0.028924,           0.0055274,               0.012,             0.73245,             0.71107,             0.77213,             0.50286,            0.031749,           0.0073021,            0.015181,            0.008548,            0.008548,            0.008548
                  46,            0.027719,           0.0058519,             0.01087,             0.66389,             0.67999,             0.73479,             0.50842,            0.027827,           0.0072871,            0.018968,            0.008515,            0.008515,            0.008515
                  47,            0.028876,           0.0054678,            0.010358,             0.53642,             0.70142,              0.6902,             0.45518,            0.028679,           0.0077306,            0.022055,            0.008482,            0.008482,            0.008482
                  48,            0.028537,           0.0056608,            0.010046,             0.67805,             0.64212,             0.69383,             0.50553,            0.025497,           0.0080932,            0.020629,            0.008449,            0.008449,            0.008449
                  49,            0.028474,           0.0055854,             0.01081,             0.59465,             0.64549,             0.67854,              0.4544,            0.027557,           0.0084518,             0.02068,            0.008416,            0.008416,            0.008416
                  50,            0.027377,           0.0056013,           0.0092201,             0.60533,             0.60974,             0.68649,             0.41672,            0.030389,           0.0078176,            0.021775,            0.008383,            0.008383,            0.008383
                  51,            0.028056,           0.0049157,           0.0098318,             0.69826,             0.70781,             0.74575,             0.52643,            0.024168,           0.0081591,            0.017096,             0.00835,             0.00835,             0.00835
                  52,            0.026333,           0.0057324,            0.012084,             0.67727,             0.67991,             0.71705,             0.53511,            0.026784,           0.0082729,             0.01617,            0.008317,            0.008317,            0.008317
                  53,            0.027881,           0.0051414,            0.010946,             0.63613,             0.69529,             0.71994,                0.51,             0.02403,           0.0072454,            0.021033,            0.008284,            0.008284,            0.008284
                  54,            0.026166,           0.0053909,            0.011016,             0.74707,             0.68176,             0.78406,              0.5715,            0.026317,           0.0075122,            0.014687,            0.008251,            0.008251,            0.008251
                  55,            0.027873,           0.0054179,           0.0091955,             0.70392,             0.71508,             0.76781,             0.51801,            0.027454,           0.0077543,            0.015831,            0.008218,            0.008218,            0.008218
                  56,            0.026789,           0.0055159,            0.009023,              0.6537,             0.65277,             0.73226,             0.48495,            0.025603,           0.0075807,            0.017956,            0.008185,            0.008185,            0.008185
                  57,            0.027276,           0.0054869,           0.0089451,             0.66814,             0.59631,             0.64729,             0.43965,            0.028469,           0.0070295,            0.026222,            0.008152,            0.008152,            0.008152
                  58,            0.025622,           0.0052891,           0.0097487,             0.59054,             0.72236,             0.73835,             0.51487,            0.027005,           0.0068345,            0.020609,            0.008119,            0.008119,            0.008119
                  59,            0.027783,            0.005188,            0.010064,             0.68311,              0.6874,             0.75847,             0.50354,            0.032187,           0.0071137,             0.02028,            0.008086,            0.008086,            0.008086
                  60,            0.027796,           0.0053673,           0.0092091,             0.70992,             0.65641,              0.7643,             0.50894,            0.029822,           0.0073581,            0.020904,            0.008053,            0.008053,            0.008053
                  61,            0.027197,           0.0052164,           0.0095557,             0.67692,             0.71081,             0.78561,               0.545,            0.026129,            0.007464,            0.017623,             0.00802,             0.00802,             0.00802
                  62,            0.025186,           0.0052248,           0.0093847,             0.70934,             0.70382,             0.77593,             0.57704,            0.027314,            0.008833,            0.014884,            0.007987,            0.007987,            0.007987
                  63,            0.026871,           0.0049851,           0.0090347,             0.64256,             0.68984,             0.68454,             0.50321,             0.02525,           0.0098969,            0.019636,            0.007954,            0.007954,            0.007954
                  64,            0.025432,           0.0055272,           0.0075412,             0.78932,             0.63354,             0.74682,             0.49368,            0.025411,           0.0076637,            0.019091,            0.007921,            0.007921,            0.007921
                  65,            0.025946,           0.0052368,           0.0081248,             0.79624,             0.65806,             0.78125,             0.54255,            0.026582,            0.007515,            0.016026,            0.007888,            0.007888,            0.007888
                  66,            0.024851,           0.0051026,           0.0084962,             0.84021,             0.62371,              0.7944,             0.56035,            0.023601,           0.0071814,            0.016881,            0.007855,            0.007855,            0.007855
                  67,             0.02432,           0.0048625,           0.0089717,             0.77644,             0.64752,             0.77584,             0.56058,            0.025646,           0.0077038,            0.017266,            0.007822,            0.007822,            0.007822
                  68,            0.023729,           0.0048081,           0.0084159,             0.76919,             0.72692,             0.80359,             0.58948,            0.027862,           0.0076387,            0.016662,            0.007789,            0.007789,            0.007789
                  69,            0.024294,           0.0052276,           0.0068314,             0.81454,             0.67598,             0.83293,             0.62443,            0.025704,           0.0071028,            0.015751,            0.007756,            0.007756,            0.007756
                  70,            0.022806,           0.0051555,           0.0081568,             0.81011,              0.6351,             0.81665,             0.58283,            0.026119,           0.0081299,            0.016522,            0.007723,            0.007723,            0.007723
                  71,            0.024561,           0.0054042,           0.0073507,             0.67867,              0.7489,             0.83176,             0.58171,            0.028939,           0.0079355,            0.014615,             0.00769,             0.00769,             0.00769
                  72,            0.026364,           0.0050912,           0.0064381,              0.8338,             0.62579,             0.80672,             0.57468,            0.032684,            0.008504,            0.020133,            0.007657,            0.007657,            0.007657
                  73,            0.024566,           0.0049912,            0.007033,             0.82605,              0.6744,             0.81877,             0.59247,            0.030422,           0.0086633,            0.016912,            0.007624,            0.007624,            0.007624
                  74,            0.023236,           0.0051902,           0.0080701,             0.76416,             0.58483,             0.69627,             0.51894,            0.029772,            0.010059,            0.024649,            0.007591,            0.007591,            0.007591
                  75,            0.023798,           0.0047558,           0.0067764,             0.67099,             0.63339,             0.66824,             0.47385,            0.028909,            0.011618,            0.023104,            0.007558,            0.007558,            0.007558
                  76,            0.022762,           0.0049156,           0.0077534,             0.74994,             0.58116,             0.72682,             0.51696,            0.028559,            0.010656,            0.020561,            0.007525,            0.007525,            0.007525
                  77,            0.023297,           0.0048969,            0.010276,             0.73787,             0.64867,             0.79956,             0.60807,            0.025259,           0.0071919,            0.018174,            0.007492,            0.007492,            0.007492
                  78,            0.022816,            0.004828,             0.00921,             0.76213,             0.61341,             0.75232,             0.53397,            0.026864,           0.0066408,            0.023404,            0.007459,            0.007459,            0.007459
                  79,            0.022866,            0.004699,           0.0081196,             0.71268,             0.66775,             0.75549,             0.57121,            0.024594,           0.0066163,            0.022743,            0.007426,            0.007426,            0.007426
                  80,            0.024333,           0.0049094,           0.0079199,             0.71846,             0.71236,             0.75367,             0.54655,            0.022959,           0.0069011,            0.022207,            0.007393,            0.007393,            0.007393
                  81,             0.02426,           0.0049971,           0.0063625,             0.73363,             0.63938,             0.76456,             0.56677,            0.023869,           0.0069356,            0.022601,             0.00736,             0.00736,             0.00736
                  82,             0.02497,           0.0051185,             0.00671,             0.62847,             0.72412,             0.75772,             0.55336,            0.025003,           0.0074264,            0.024073,            0.007327,            0.007327,            0.007327
                  83,            0.025088,           0.0048564,           0.0061147,             0.76432,             0.66018,             0.77193,             0.55877,            0.023289,           0.0072696,            0.019084,            0.007294,            0.007294,            0.007294
                  84,            0.023901,           0.0049577,            0.006474,             0.69727,             0.64248,             0.73235,             0.52996,            0.026216,           0.0076921,            0.022572,            0.007261,            0.007261,            0.007261
                  85,            0.023428,           0.0049672,           0.0070549,             0.75133,              0.6499,             0.75295,             0.54769,            0.021685,           0.0079949,            0.020688,            0.007228,            0.007228,            0.007228
                  86,             0.02176,           0.0046093,           0.0060072,             0.74765,             0.60651,             0.72865,             0.54681,            0.023057,           0.0070391,            0.023878,            0.007195,            0.007195,            0.007195
                  87,            0.022009,           0.0044876,           0.0064829,             0.70005,             0.68124,             0.75978,             0.58228,            0.023955,            0.006721,            0.020447,            0.007162,            0.007162,            0.007162
                  88,            0.023742,           0.0046767,            0.005498,             0.74311,             0.66727,             0.78686,             0.55872,            0.023116,           0.0069291,            0.016265,            0.007129,            0.007129,            0.007129
                  89,            0.022711,           0.0044481,           0.0063421,             0.81269,             0.65255,             0.80602,             0.62303,            0.023013,           0.0070287,            0.012813,            0.007096,            0.007096,            0.007096
                  90,            0.022777,           0.0048465,           0.0059015,             0.81678,             0.63988,             0.78553,              0.6133,            0.021227,           0.0078555,            0.014186,            0.007063,            0.007063,            0.007063
                  91,            0.022924,             0.00467,           0.0061196,              0.8384,             0.65999,             0.76915,             0.58089,            0.025354,           0.0077265,            0.015298,             0.00703,             0.00703,             0.00703
                  92,              0.0227,           0.0050136,           0.0059938,             0.76222,             0.64757,             0.75023,             0.56464,              0.0218,           0.0080618,             0.01734,            0.006997,            0.006997,            0.006997
                  93,            0.021834,           0.0045487,           0.0059707,             0.70263,             0.65221,             0.73723,              0.5633,            0.022764,           0.0090574,            0.018531,            0.006964,            0.006964,            0.006964
                  94,            0.021347,           0.0045585,           0.0075862,             0.66712,             0.69043,             0.71962,             0.54421,            0.023178,           0.0086607,            0.023484,            0.006931,            0.006931,            0.006931
                  95,             0.02329,           0.0047164,           0.0064462,             0.74401,              0.6244,             0.73335,             0.53813,            0.022701,           0.0087991,            0.016819,            0.006898,            0.006898,            0.006898
                  96,            0.021618,           0.0046363,           0.0056514,             0.71091,             0.60288,             0.71979,             0.51886,            0.023279,           0.0088418,            0.018479,            0.006865,            0.006865,            0.006865
                  97,            0.022548,           0.0046434,           0.0056812,             0.80404,             0.58329,             0.73947,             0.55351,            0.027109,           0.0083883,             0.01895,            0.006832,            0.006832,            0.006832
                  98,            0.023464,           0.0050826,           0.0055055,             0.81439,             0.62399,             0.78526,             0.62379,            0.021959,           0.0080408,            0.015671,            0.006799,            0.006799,            0.006799
                  99,             0.02032,           0.0044336,           0.0059427,             0.68923,             0.76279,             0.79538,             0.61087,              0.0215,           0.0075976,            0.015397,            0.006766,            0.006766,            0.006766
                 100,            0.020319,           0.0045427,            0.005892,             0.72428,             0.71945,             0.76093,             0.58885,            0.023405,           0.0075623,            0.020635,            0.006733,            0.006733,            0.006733
                 101,            0.021116,           0.0045574,           0.0043937,             0.79054,              0.6913,             0.81569,             0.61771,            0.021958,           0.0067752,            0.017713,              0.0067,              0.0067,              0.0067
                 102,             0.02234,            0.004698,           0.0052732,             0.80233,             0.65802,             0.78462,             0.61393,            0.021013,           0.0076985,            0.016984,            0.006667,            0.006667,            0.006667
                 103,             0.02181,           0.0045722,           0.0049329,             0.81266,             0.66648,              0.7785,              0.5391,            0.022371,           0.0079836,            0.017389,            0.006634,            0.006634,            0.006634
                 104,            0.022068,           0.0043493,           0.0054576,             0.80281,             0.63522,             0.77162,             0.53804,            0.023585,           0.0080559,            0.017592,            0.006601,            0.006601,            0.006601
                 105,            0.021749,           0.0046521,           0.0061085,             0.86256,             0.59648,             0.78783,             0.61476,             0.02295,           0.0076415,             0.01838,            0.006568,            0.006568,            0.006568
                 106,            0.021433,           0.0041943,            0.005983,             0.76584,             0.70033,             0.79143,             0.58242,            0.023142,            0.007546,            0.016266,            0.006535,            0.006535,            0.006535
                 107,            0.022042,           0.0047397,           0.0051818,             0.72593,             0.70957,             0.79557,             0.62118,            0.021319,             0.00724,            0.015661,            0.006502,            0.006502,            0.006502
                 108,            0.021063,           0.0042618,            0.005642,             0.78363,              0.6528,             0.78574,             0.59216,            0.022198,           0.0074324,            0.016405,            0.006469,            0.006469,            0.006469
                 109,            0.021081,           0.0044928,           0.0047381,             0.71964,             0.72497,             0.78442,             0.59332,            0.022282,           0.0077954,            0.016695,            0.006436,            0.006436,            0.006436
                 110,            0.020661,           0.0043504,           0.0051114,             0.69057,             0.67134,             0.76393,             0.56565,            0.022216,           0.0082242,            0.017249,            0.006403,            0.006403,            0.006403
                 111,            0.020618,           0.0045439,           0.0045798,             0.76767,             0.65141,              0.7832,             0.57128,            0.023128,           0.0075656,            0.017376,             0.00637,             0.00637,             0.00637
                 112,            0.021098,            0.004523,             0.00478,             0.75518,             0.66278,             0.76871,             0.55066,            0.022414,           0.0078557,              0.0174,            0.006337,            0.006337,            0.006337
                 113,            0.021227,           0.0044805,           0.0034385,             0.74466,             0.68545,              0.7623,             0.58817,            0.021517,           0.0077358,            0.019193,            0.006304,            0.006304,            0.006304
                 114,            0.019768,           0.0044584,           0.0047653,             0.75221,             0.64636,             0.75109,             0.55873,            0.022116,           0.0076264,            0.020356,            0.006271,            0.006271,            0.006271
                 115,            0.020003,           0.0046354,           0.0064226,             0.73486,             0.64188,             0.75424,             0.59052,            0.020798,            0.007355,            0.021586,            0.006238,            0.006238,            0.006238
                 116,            0.020836,           0.0042209,           0.0044543,             0.71715,             0.63111,             0.75143,             0.58192,            0.019816,           0.0072072,            0.022752,            0.006205,            0.006205,            0.006205
                 117,             0.01995,           0.0042219,           0.0049564,             0.72771,             0.68522,             0.76009,             0.58587,            0.021849,           0.0085231,            0.019166,            0.006172,            0.006172,            0.006172
                 118,            0.020578,           0.0045448,           0.0048557,              0.7168,             0.74505,             0.77679,             0.58529,            0.020662,           0.0079602,            0.017874,            0.006139,            0.006139,            0.006139
                 119,            0.020313,           0.0041424,           0.0043244,             0.74805,             0.64873,             0.75398,             0.59626,            0.018462,           0.0079945,            0.022513,            0.006106,            0.006106,            0.006106
                 120,            0.020247,           0.0045995,           0.0039608,             0.77461,             0.66827,             0.78303,             0.61748,            0.020697,           0.0082628,            0.020449,            0.006073,            0.006073,            0.006073
                 121,            0.021632,           0.0044097,           0.0040537,             0.77075,             0.68024,             0.79082,              0.6124,            0.020876,           0.0091465,              0.0169,             0.00604,             0.00604,             0.00604
                 122,            0.018725,           0.0042594,           0.0051725,             0.80991,             0.65706,             0.76816,             0.59474,            0.021401,           0.0092141,            0.016163,            0.006007,            0.006007,            0.006007
                 123,            0.019326,           0.0040953,           0.0037213,             0.76515,             0.72791,             0.77205,             0.57189,            0.021322,           0.0075583,            0.016386,            0.005974,            0.005974,            0.005974
                 124,            0.019561,           0.0041099,           0.0041222,              0.7421,             0.71642,              0.7652,              0.5779,            0.023215,           0.0071234,            0.016965,            0.005941,            0.005941,            0.005941
                 125,            0.020607,           0.0043536,           0.0031616,             0.73129,             0.70832,              0.7551,             0.57543,            0.019912,           0.0072221,             0.01804,            0.005908,            0.005908,            0.005908
                 126,            0.019401,           0.0042541,           0.0042728,             0.77995,             0.70092,             0.78273,             0.57746,            0.019988,           0.0071346,            0.018118,            0.005875,            0.005875,            0.005875
                 127,            0.019304,           0.0040569,           0.0029739,             0.81391,             0.64434,              0.8122,             0.61367,            0.022181,           0.0071252,            0.018072,            0.005842,            0.005842,            0.005842
                 128,            0.019589,           0.0040577,             0.00398,             0.79242,             0.64943,             0.80182,             0.62945,             0.01984,           0.0074971,            0.018109,            0.005809,            0.005809,            0.005809
                 129,            0.019686,           0.0039093,           0.0054493,             0.79476,             0.66169,             0.79115,             0.63925,            0.018716,           0.0073953,             0.01744,            0.005776,            0.005776,            0.005776
                 130,            0.018727,            0.004378,           0.0039466,             0.79399,             0.70891,             0.79902,             0.61963,            0.019439,           0.0072491,             0.01782,            0.005743,            0.005743,            0.005743
                 131,            0.019374,            0.004315,           0.0032356,             0.85225,             0.67963,              0.8144,             0.62339,            0.022035,           0.0075754,            0.015127,             0.00571,             0.00571,             0.00571
                 132,            0.019236,           0.0044858,           0.0030553,              0.8385,             0.66691,             0.80493,             0.61557,            0.023468,           0.0076534,            0.015247,            0.005677,            0.005677,            0.005677
                 133,            0.019453,           0.0041042,           0.0033937,             0.81083,             0.69124,              0.8084,             0.60548,            0.023769,           0.0074213,            0.016602,            0.005644,            0.005644,            0.005644
                 134,            0.018411,           0.0041094,           0.0024008,             0.80869,             0.73482,             0.79992,             0.60436,            0.021318,            0.007676,            0.017689,            0.005611,            0.005611,            0.005611
                 135,            0.018518,           0.0038057,           0.0048742,             0.76941,             0.74035,             0.80842,             0.62372,            0.022179,           0.0076911,            0.016374,            0.005578,            0.005578,            0.005578
                 136,            0.019613,           0.0041057,           0.0027855,             0.76581,             0.74527,             0.79642,             0.60136,            0.021975,           0.0078216,            0.017785,            0.005545,            0.005545,            0.005545
                 137,            0.018781,           0.0039684,           0.0043695,             0.73707,             0.74103,             0.77627,             0.58917,            0.022396,            0.007903,            0.018003,            0.005512,            0.005512,            0.005512
                 138,            0.020213,           0.0044961,           0.0034419,             0.72875,              0.7346,             0.77774,             0.58466,             0.02094,           0.0082681,            0.017291,            0.005479,            0.005479,            0.005479
                 139,            0.018425,           0.0039332,             0.00377,             0.75583,             0.71059,             0.79727,             0.59996,            0.022011,           0.0084031,            0.017255,            0.005446,            0.005446,            0.005446
                 140,            0.017771,             0.00418,           0.0040567,             0.82302,             0.67479,             0.80055,             0.61726,            0.019194,           0.0082302,            0.017563,            0.005413,            0.005413,            0.005413
                 141,            0.018785,           0.0040617,           0.0026952,             0.76925,             0.71073,              0.8043,             0.62671,            0.020475,           0.0079038,            0.018481,             0.00538,             0.00538,             0.00538
                 142,            0.017755,           0.0042185,           0.0036911,              0.7435,             0.70563,             0.80878,             0.64526,            0.019343,           0.0077286,            0.018485,            0.005347,            0.005347,            0.005347
                 143,            0.017553,           0.0037387,           0.0039134,             0.73245,             0.72747,             0.78943,             0.60651,            0.020911,           0.0074568,            0.018683,            0.005314,            0.005314,            0.005314
                 144,            0.018077,           0.0041465,           0.0036226,             0.75461,             0.65625,             0.79862,             0.60251,            0.021392,            0.007899,            0.018117,            0.005281,            0.005281,            0.005281
                 145,            0.017566,            0.004279,           0.0032609,             0.79847,             0.61063,             0.78695,             0.63182,            0.020048,           0.0076036,            0.018482,            0.005248,            0.005248,            0.005248
                 146,            0.017218,           0.0040246,           0.0038516,             0.82552,             0.60078,             0.78177,             0.62862,            0.019977,           0.0069636,            0.019239,            0.005215,            0.005215,            0.005215
                 147,            0.017706,           0.0039799,           0.0025419,              0.7187,             0.72714,             0.75507,             0.59409,            0.020136,           0.0071324,            0.019954,            0.005182,            0.005182,            0.005182
                 148,            0.017745,           0.0041688,           0.0043243,             0.79405,              0.6509,             0.75986,             0.58346,            0.023367,           0.0068149,             0.01927,            0.005149,            0.005149,            0.005149
                 149,            0.019103,           0.0038997,           0.0030826,             0.82036,             0.65694,             0.77652,             0.61877,            0.018964,           0.0071316,            0.019186,            0.005116,            0.005116,            0.005116
                 150,            0.018331,           0.0042383,           0.0038193,              0.7659,             0.70529,             0.76745,             0.59958,            0.019998,           0.0078845,            0.020489,            0.005083,            0.005083,            0.005083
                 151,            0.017381,           0.0038469,           0.0027403,             0.77753,             0.72553,             0.78633,             0.62635,            0.019774,           0.0079997,            0.019363,             0.00505,             0.00505,             0.00505
                 152,            0.017089,           0.0040444,           0.0037646,             0.73782,             0.69013,             0.76214,             0.59948,            0.019556,           0.0080863,            0.021212,            0.005017,            0.005017,            0.005017
                 153,            0.017846,           0.0038467,           0.0038495,             0.79072,             0.65586,             0.77148,             0.60144,            0.020533,           0.0079931,            0.019743,            0.004984,            0.004984,            0.004984
                 154,            0.016801,           0.0040326,           0.0034457,             0.80951,             0.66326,             0.78515,             0.61556,            0.018947,           0.0073192,            0.019153,            0.004951,            0.004951,            0.004951
                 155,            0.017311,           0.0041585,           0.0030333,             0.73422,             0.57933,              0.6725,              0.5328,            0.022698,             0.01226,            0.021146,            0.004918,            0.004918,            0.004918
                 156,            0.017444,           0.0039636,           0.0038907,             0.75885,             0.65422,             0.73917,             0.59133,              0.0193,           0.0091847,            0.019338,            0.004885,            0.004885,            0.004885
                 157,            0.017519,           0.0040424,           0.0033907,             0.77065,             0.63856,             0.73295,             0.58545,            0.019405,           0.0084875,            0.021042,            0.004852,            0.004852,            0.004852
                 158,            0.017324,           0.0039783,           0.0034045,             0.73794,             0.62937,             0.71599,             0.57636,            0.019156,            0.008776,            0.020786,            0.004819,            0.004819,            0.004819
                 159,            0.016685,           0.0039032,           0.0030882,              0.7055,             0.73806,             0.75781,             0.59911,            0.019853,           0.0081341,            0.019145,            0.004786,            0.004786,            0.004786
                 160,            0.016283,           0.0039302,           0.0040062,             0.77376,             0.67259,             0.74276,             0.58981,            0.019237,           0.0089021,            0.018703,            0.004753,            0.004753,            0.004753
                 161,            0.016232,           0.0036114,           0.0041251,             0.74088,             0.68208,             0.74567,             0.59573,            0.018684,           0.0074306,            0.020791,             0.00472,             0.00472,             0.00472
                 162,            0.016529,           0.0040228,            0.003222,             0.74045,             0.71988,             0.76131,             0.60282,            0.019627,           0.0082568,            0.019823,            0.004687,            0.004687,            0.004687
