               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  40,            0.028535,           0.0058456,            0.012165,             0.80001,             0.65006,             0.77011,             0.54124,            0.030455,           0.0083487,            0.015545,            0.007426,            0.007426,            0.007426
                  41,            0.026925,           0.0058334,            0.013875,             0.76738,              0.6316,             0.72927,             0.48375,            0.029169,           0.0086722,            0.015845,             0.00736,             0.00736,             0.00736
                  42,            0.027006,           0.0055525,            0.013007,             0.74622,             0.70034,             0.77306,             0.57455,            0.028544,            0.007654,            0.015303,            0.007294,            0.007294,            0.007294
                  43,            0.028085,           0.0059544,            0.011212,             0.72414,               0.732,               0.802,             0.56054,            0.025803,           0.0073496,            0.013128,            0.007228,            0.007228,            0.007228
                  44,            0.026675,           0.0057391,            0.010756,             0.75024,             0.75102,             0.82163,             0.56579,            0.024703,           0.0074262,            0.012987,            0.007162,            0.007162,            0.007162
                  45,            0.027159,           0.0055189,            0.010896,             0.77561,             0.68405,             0.82246,             0.60155,            0.025845,           0.0072751,            0.014613,            0.007096,            0.007096,            0.007096
                  46,            0.026101,           0.0056785,            0.010394,             0.72635,              0.7511,             0.82967,             0.60311,            0.029247,           0.0072676,            0.013511,             0.00703,             0.00703,             0.00703
                  47,            0.026689,           0.0053846,            0.010344,             0.73764,             0.63573,             0.73175,             0.49587,            0.027946,           0.0076198,            0.017943,            0.006964,            0.006964,            0.006964
                  48,            0.025392,           0.0056611,           0.0094663,             0.69378,             0.70062,             0.74408,             0.49931,            0.026305,           0.0075652,            0.016664,            0.006898,            0.006898,            0.006898
                  49,            0.025861,           0.0053944,            0.010876,             0.69679,             0.74788,             0.81129,             0.58466,            0.026407,           0.0075468,            0.015713,            0.006832,            0.006832,            0.006832
                  50,            0.025041,           0.0054744,            0.010418,             0.73736,             0.79137,             0.83076,             0.59139,            0.028766,           0.0076885,            0.012698,            0.006766,            0.006766,            0.006766
                  51,            0.025251,           0.0049292,            0.011119,             0.75305,             0.65527,             0.78879,             0.52796,            0.027845,           0.0079467,            0.014275,              0.0067,              0.0067,              0.0067
                  52,            0.025065,           0.0055394,             0.01059,             0.73054,             0.74937,             0.78436,             0.53251,            0.029386,            0.007456,            0.014328,            0.006634,            0.006634,            0.006634
                  53,            0.025921,           0.0050961,            0.011087,             0.68992,             0.68694,             0.76101,             0.54024,            0.029796,            0.007484,            0.019708,            0.006568,            0.006568,            0.006568
                  54,            0.024945,           0.0052645,           0.0099868,             0.72676,             0.66712,              0.7735,             0.55957,            0.029858,           0.0075251,            0.020068,            0.006502,            0.006502,            0.006502
                  55,            0.025837,           0.0054236,           0.0094206,             0.70077,             0.67793,             0.74537,             0.46966,            0.029711,           0.0081323,            0.025591,            0.006436,            0.006436,            0.006436
                  56,            0.023644,           0.0054575,            0.010382,             0.72142,             0.62674,             0.72484,              0.4801,            0.025585,           0.0072414,            0.022884,             0.00637,             0.00637,             0.00637
                  57,             0.02379,           0.0052319,            0.010126,              0.6456,             0.70752,             0.71977,             0.46332,            0.029613,           0.0068242,            0.021771,            0.006304,            0.006304,            0.006304
                  58,            0.023947,           0.0051723,           0.0096868,             0.78758,             0.59559,             0.77989,             0.58496,            0.026763,            0.006828,            0.015231,            0.006238,            0.006238,            0.006238
                  59,            0.024274,           0.0048945,            0.010359,             0.83021,              0.5764,             0.78213,             0.54614,            0.027347,           0.0072261,            0.013662,            0.006172,            0.006172,            0.006172
                  60,            0.024706,           0.0052269,           0.0084853,             0.72664,             0.68129,             0.78297,             0.54556,            0.026482,           0.0073625,            0.012978,            0.006106,            0.006106,            0.006106
                  61,            0.024675,           0.0050532,           0.0088603,             0.74999,             0.66413,             0.79489,             0.54816,            0.024965,           0.0073111,            0.013018,             0.00604,             0.00604,             0.00604
                  62,             0.02327,           0.0050507,            0.009151,             0.76348,             0.70287,             0.78808,             0.59949,            0.024878,           0.0072267,            0.013388,            0.005974,            0.005974,            0.005974
                  63,            0.023724,           0.0048783,           0.0086184,             0.80426,             0.61943,             0.77999,             0.59091,            0.026355,             0.00702,            0.013897,            0.005908,            0.005908,            0.005908
                  64,             0.02373,           0.0054409,            0.006811,             0.77399,             0.64747,             0.75564,             0.53968,            0.023419,           0.0070146,            0.016087,            0.005842,            0.005842,            0.005842
                  65,             0.02226,            0.005083,           0.0075874,             0.81021,              0.6058,             0.74782,             0.57483,            0.023003,           0.0085451,             0.01542,            0.005776,            0.005776,            0.005776
                  66,            0.021635,           0.0049072,           0.0086956,             0.69791,              0.7444,             0.77658,             0.58808,            0.021854,           0.0068828,            0.015374,             0.00571,             0.00571,             0.00571
                  67,            0.023208,           0.0046923,           0.0068237,             0.77163,             0.64728,             0.74687,             0.55141,            0.022892,             0.00887,            0.013816,            0.005644,            0.005644,            0.005644
                  68,            0.021602,           0.0047442,           0.0068058,             0.79053,             0.62993,             0.75693,             0.57997,            0.022014,           0.0068893,            0.017424,            0.005578,            0.005578,            0.005578
                  69,            0.022507,           0.0050516,           0.0066692,             0.64968,             0.75305,             0.79261,             0.62326,              0.0214,            0.007262,            0.016189,            0.005512,            0.005512,            0.005512
                  70,            0.021188,           0.0049814,           0.0088146,              0.8362,             0.56296,             0.76466,             0.58943,            0.021608,           0.0072938,            0.015185,            0.005446,            0.005446,            0.005446
                  71,            0.021237,           0.0051703,           0.0063744,             0.81788,             0.58527,             0.77443,             0.59573,            0.021914,           0.0071471,            0.015736,             0.00538,             0.00538,             0.00538
                  72,            0.021905,           0.0047041,           0.0070406,             0.62442,             0.75575,             0.78474,              0.5924,            0.021689,           0.0069787,            0.017329,            0.005314,            0.005314,            0.005314
                  73,            0.021752,           0.0048592,           0.0067959,             0.76498,             0.73667,             0.77986,             0.59503,            0.023689,           0.0071371,            0.016854,            0.005248,            0.005248,            0.005248
                  74,            0.020977,           0.0048801,            0.007332,             0.83365,             0.67895,             0.78847,              0.6134,            0.023006,           0.0069215,             0.01791,            0.005182,            0.005182,            0.005182
                  75,            0.020604,           0.0044946,           0.0060461,             0.81233,             0.69597,             0.78348,             0.57229,            0.020533,           0.0069455,            0.017559,            0.005116,            0.005116,            0.005116
                  76,            0.019808,           0.0045181,           0.0080471,             0.80134,              0.6738,             0.77504,             0.57919,            0.023836,           0.0071522,            0.017659,             0.00505,             0.00505,             0.00505
                  77,            0.020835,            0.004657,           0.0059813,             0.78339,             0.66889,             0.76378,             0.58241,            0.022997,           0.0073325,            0.018151,            0.004984,            0.004984,            0.004984
                  78,             0.02021,           0.0046143,           0.0067195,             0.78141,             0.63702,             0.76315,              0.5729,            0.019947,           0.0069624,            0.020517,            0.004918,            0.004918,            0.004918
                  79,            0.019996,           0.0044086,           0.0058339,              0.8458,             0.65219,             0.80105,             0.61664,            0.020286,           0.0069481,            0.016287,            0.004852,            0.004852,            0.004852
                  80,            0.019434,           0.0046764,           0.0075022,             0.64235,             0.71318,             0.76681,             0.59529,            0.019512,           0.0069928,            0.019843,            0.004786,            0.004786,            0.004786
                  81,            0.020304,           0.0047213,           0.0060775,             0.80239,             0.74191,             0.79128,             0.58959,            0.022263,           0.0071129,            0.016312,             0.00472,             0.00472,             0.00472
                  82,            0.021195,           0.0048967,           0.0062047,              0.8254,             0.70059,              0.7943,             0.62642,            0.021313,            0.006962,            0.016914,            0.004654,            0.004654,            0.004654
                  83,             0.02049,           0.0045918,           0.0056161,             0.75162,             0.74931,             0.80697,             0.60215,            0.021724,           0.0068951,            0.016312,            0.004588,            0.004588,            0.004588
                  84,            0.021082,           0.0046233,           0.0057129,              0.7268,             0.73083,             0.79061,             0.60911,            0.023639,           0.0072003,            0.016075,            0.004522,            0.004522,            0.004522
                  85,            0.019782,           0.0046282,           0.0075653,             0.71295,             0.72245,             0.78629,              0.6175,            0.020893,           0.0068324,              0.0164,            0.004456,            0.004456,            0.004456
                  86,            0.018745,           0.0043708,           0.0058144,             0.77808,             0.55324,             0.77103,             0.60062,            0.019702,           0.0067259,            0.017997,             0.00439,             0.00439,             0.00439
                  87,            0.018519,           0.0042538,           0.0069596,             0.79456,             0.59157,             0.74293,             0.58127,            0.021984,           0.0067476,            0.021164,            0.004324,            0.004324,            0.004324
                  88,            0.019425,           0.0043307,           0.0050123,             0.84456,             0.61559,             0.77852,             0.59321,            0.021225,           0.0068272,            0.017202,            0.004258,            0.004258,            0.004258
                  89,            0.019604,           0.0041981,            0.005314,             0.77886,             0.66573,             0.77994,              0.5931,            0.021937,            0.006773,            0.016949,            0.004192,            0.004192,            0.004192
                  90,            0.018592,           0.0044461,           0.0050929,             0.77673,             0.65772,             0.79443,             0.63069,            0.019119,            0.007105,            0.016578,            0.004126,            0.004126,            0.004126
                  91,             0.01845,           0.0043839,           0.0051837,             0.74187,             0.65838,             0.78039,             0.61012,            0.019206,           0.0071584,             0.01892,             0.00406,             0.00406,             0.00406
                  92,            0.018463,           0.0045709,           0.0051555,             0.68194,             0.73475,             0.77202,             0.58271,            0.020657,           0.0070589,            0.017196,            0.003994,            0.003994,            0.003994
                  93,            0.019252,           0.0042718,           0.0054531,              0.7827,             0.65444,             0.73416,             0.56667,            0.019207,           0.0074632,            0.021508,            0.003928,            0.003928,            0.003928
                  94,            0.018207,           0.0043129,           0.0057611,              0.8208,             0.63529,             0.75585,             0.58362,            0.018231,           0.0067658,            0.019875,            0.003862,            0.003862,            0.003862
                  95,            0.019077,           0.0043765,            0.005792,             0.80154,             0.69456,              0.7944,             0.62715,            0.018285,           0.0061467,            0.017696,            0.003796,            0.003796,            0.003796
                  96,            0.016836,            0.004253,           0.0048831,             0.73439,             0.64755,             0.76359,             0.60238,            0.017952,           0.0062389,            0.020819,             0.00373,             0.00373,             0.00373
                  97,            0.018034,           0.0042613,           0.0042899,             0.72811,             0.70791,              0.7564,             0.60118,            0.019512,           0.0063721,             0.02039,            0.003664,            0.003664,            0.003664
                  98,            0.017792,           0.0047374,           0.0055418,             0.76809,             0.71869,             0.77334,             0.61691,            0.018915,           0.0067744,            0.017747,            0.003598,            0.003598,            0.003598
                  99,            0.016911,           0.0041384,           0.0049782,             0.74692,             0.73958,             0.80463,             0.63377,            0.020086,           0.0070891,            0.015396,            0.003532,            0.003532,            0.003532
                 100,            0.017699,           0.0042337,            0.005503,             0.77729,             0.68065,             0.80245,             0.64253,            0.019242,           0.0071139,             0.01615,            0.003466,            0.003466,            0.003466
                 101,            0.017093,           0.0042206,           0.0035488,             0.76255,             0.69223,             0.79617,             0.62483,            0.018441,           0.0068578,            0.017023,              0.0034,              0.0034,              0.0034
                 102,            0.017887,           0.0043822,           0.0044335,             0.81199,             0.61737,             0.78742,             0.62614,            0.018655,           0.0068925,            0.017863,            0.003334,            0.003334,            0.003334
                 103,            0.016565,           0.0042605,           0.0045365,             0.74718,             0.73374,             0.79514,             0.63324,            0.018193,           0.0068099,             0.01655,            0.003268,            0.003268,            0.003268
                 104,             0.01685,           0.0040368,            0.004023,             0.70529,             0.75394,             0.78037,             0.61763,            0.018048,           0.0067408,            0.016484,            0.003202,            0.003202,            0.003202
                 105,            0.016854,           0.0042941,           0.0041632,             0.72524,             0.75809,             0.77052,             0.61613,            0.018022,           0.0069291,            0.017025,            0.003136,            0.003136,            0.003136
                 106,            0.016195,           0.0038137,           0.0048274,              0.7145,             0.70859,             0.75214,             0.60394,             0.01702,           0.0075388,              0.0185,             0.00307,             0.00307,             0.00307
                 107,            0.017378,           0.0043119,           0.0043866,              0.7418,             0.74666,               0.789,             0.63258,            0.017998,           0.0069447,            0.016479,            0.003004,            0.003004,            0.003004
                 108,            0.016028,           0.0038968,           0.0042248,             0.73241,             0.78179,             0.79875,              0.6145,            0.018254,           0.0067599,            0.015112,            0.002938,            0.002938,            0.002938
                 109,            0.015758,           0.0041178,           0.0044595,             0.72449,              0.7731,             0.81301,             0.64507,            0.018014,           0.0066723,            0.015219,            0.002872,            0.002872,            0.002872
                 110,            0.014871,           0.0039443,           0.0045518,             0.75792,             0.59807,             0.76516,             0.62382,             0.01765,           0.0065514,            0.022546,            0.002806,            0.002806,            0.002806
                 111,            0.016649,           0.0041405,           0.0033206,             0.80285,             0.61521,             0.77232,             0.62954,            0.018055,           0.0064029,            0.023202,             0.00274,             0.00274,             0.00274
                 112,            0.015318,           0.0041351,           0.0056587,             0.71708,             0.71919,             0.78644,             0.63401,            0.016278,           0.0062571,            0.020659,            0.002674,            0.002674,            0.002674
                 113,            0.015675,           0.0040827,           0.0036626,             0.62259,             0.72411,             0.72107,             0.58593,            0.017033,           0.0065919,            0.027631,            0.002608,            0.002608,            0.002608
                 114,            0.015552,            0.004123,           0.0048132,             0.79462,             0.65272,             0.80113,             0.63938,            0.015896,           0.0064841,            0.017517,            0.002542,            0.002542,            0.002542
                 115,            0.016006,           0.0042976,           0.0044347,             0.71205,              0.7344,             0.77613,             0.62958,            0.016865,           0.0068308,            0.018161,            0.002476,            0.002476,            0.002476
                 116,            0.015354,           0.0039104,           0.0052952,             0.78222,             0.72655,              0.7828,             0.63411,            0.016964,           0.0062732,            0.018347,             0.00241,             0.00241,             0.00241
                 117,            0.015544,           0.0038215,           0.0036294,             0.83566,             0.63286,             0.76829,             0.62933,            0.016301,           0.0063111,            0.020937,            0.002344,            0.002344,            0.002344
                 118,            0.014713,           0.0040518,           0.0048829,             0.82415,             0.61762,             0.76427,             0.61831,            0.015697,            0.006277,            0.020858,            0.002278,            0.002278,            0.002278
                 119,            0.013995,           0.0037895,           0.0034419,             0.72322,              0.7217,              0.7751,              0.6226,            0.015307,           0.0061183,            0.018004,            0.002212,            0.002212,            0.002212
                 120,            0.014707,           0.0041867,           0.0028394,             0.73037,             0.72528,              0.7849,             0.63256,            0.016092,           0.0060776,            0.017604,            0.002146,            0.002146,            0.002146
                 121,            0.015107,           0.0039331,           0.0027838,             0.73904,             0.74358,             0.79496,             0.65085,            0.015818,           0.0061789,             0.01648,             0.00208,             0.00208,             0.00208
                 122,             0.01403,           0.0038862,           0.0046696,             0.69916,             0.74504,              0.7952,             0.63269,            0.016376,           0.0063856,            0.016831,            0.002014,            0.002014,            0.002014
                 123,            0.013938,           0.0035675,           0.0029476,              0.6988,             0.72634,             0.79175,             0.62552,            0.017521,           0.0063517,            0.017478,            0.001948,            0.001948,            0.001948
                 124,             0.01378,           0.0037194,           0.0027538,             0.67451,             0.73691,             0.79105,             0.61779,            0.018119,            0.006444,             0.01811,            0.001882,            0.001882,            0.001882
                 125,            0.014393,           0.0039386,           0.0030022,             0.77308,             0.71394,             0.78555,             0.65006,            0.015702,           0.0064902,            0.018241,            0.001816,            0.001816,            0.001816
                 126,            0.013319,           0.0038196,            0.003655,             0.77584,             0.63966,             0.77758,             0.63212,             0.01597,           0.0063123,            0.019774,             0.00175,             0.00175,             0.00175
                 127,            0.013493,           0.0036496,           0.0020191,              0.7497,             0.73026,             0.77046,             0.63093,            0.016044,           0.0059567,            0.018735,            0.001684,            0.001684,            0.001684
                 128,            0.014368,           0.0036808,           0.0029212,             0.71242,             0.76254,             0.79925,             0.64671,            0.016058,            0.005833,            0.017707,            0.001618,            0.001618,            0.001618
                 129,            0.014362,           0.0035902,           0.0030294,             0.75122,             0.67193,             0.79688,              0.6487,            0.015672,           0.0057778,            0.018639,            0.001552,            0.001552,            0.001552
                 130,             0.01331,           0.0039391,           0.0025134,             0.79624,             0.62668,             0.79552,             0.65785,            0.016144,           0.0057631,            0.018585,            0.001486,            0.001486,            0.001486
                 131,            0.013282,           0.0038154,           0.0023881,             0.72094,             0.75343,             0.79944,             0.65425,            0.015542,           0.0057977,            0.017988,             0.00142,             0.00142,             0.00142
                 132,            0.012725,           0.0039394,           0.0019288,             0.73326,              0.7315,             0.79795,             0.65716,            0.014873,            0.005862,             0.01812,            0.001354,            0.001354,            0.001354
                 133,            0.012946,           0.0036219,           0.0034075,             0.74364,             0.70817,             0.79812,             0.65489,            0.015254,           0.0058126,               0.018,            0.001288,            0.001288,            0.001288
                 134,             0.01223,           0.0036918,           0.0025474,             0.81885,              0.6366,             0.79489,             0.65614,            0.014624,           0.0058761,             0.01835,            0.001222,            0.001222,            0.001222
                 135,            0.012354,           0.0034257,           0.0030033,             0.80017,             0.65189,             0.79636,              0.6539,            0.015115,            0.005896,            0.019455,            0.001156,            0.001156,            0.001156
                 136,            0.013044,           0.0036185,           0.0012618,             0.80423,             0.66253,             0.78805,             0.65602,            0.014759,           0.0059373,            0.020252,             0.00109,             0.00109,             0.00109
                 137,            0.012626,           0.0035207,           0.0025328,             0.80358,             0.65549,             0.78962,             0.65871,            0.014688,           0.0059734,            0.020913,            0.001024,            0.001024,            0.001024
                 138,            0.013224,           0.0040355,           0.0029876,              0.8029,             0.65519,              0.7894,             0.65012,            0.014391,           0.0060282,            0.020665,            0.000958,            0.000958,            0.000958
                 139,            0.012082,           0.0035201,            0.001888,             0.80336,             0.66808,             0.78785,             0.65392,            0.014556,           0.0059238,            0.019758,            0.000892,            0.000892,            0.000892
                 140,            0.011745,           0.0037308,            0.002176,             0.79108,             0.67169,             0.79027,             0.64896,            0.014362,            0.005946,            0.019658,            0.000826,            0.000826,            0.000826
                 141,            0.012258,           0.0036343,           0.0020617,             0.75275,             0.69314,             0.78533,             0.64175,            0.014988,           0.0060512,            0.019754,             0.00076,             0.00076,             0.00076
                 142,            0.012354,           0.0037198,           0.0021884,             0.77405,             0.63993,             0.78152,             0.65106,            0.014432,            0.006055,            0.020318,            0.000694,            0.000694,            0.000694
                 143,            0.012089,           0.0034661,           0.0020506,             0.77423,             0.64234,             0.78364,             0.64455,            0.014983,           0.0060765,            0.020507,            0.000628,            0.000628,            0.000628
                 144,            0.011407,            0.003727,            0.002202,             0.78563,             0.65474,             0.78611,               0.649,            0.014664,           0.0060983,            0.020342,            0.000562,            0.000562,            0.000562
                 145,            0.011761,           0.0037418,           0.0017754,              0.7771,             0.66076,             0.78349,             0.64273,             0.01381,           0.0061358,            0.020337,            0.000496,            0.000496,            0.000496
                 146,            0.011965,           0.0036706,            0.001723,             0.77219,              0.6763,             0.78246,             0.64652,            0.014424,           0.0061684,            0.020137,             0.00043,             0.00043,             0.00043
                 147,            0.011711,            0.003586,           0.0019273,             0.76807,              0.6773,             0.78024,             0.64475,            0.014546,           0.0062033,            0.020091,            0.000364,            0.000364,            0.000364
                 148,            0.011384,            0.003808,           0.0021141,             0.76945,             0.68443,             0.77954,             0.65298,            0.014966,           0.0062828,            0.019935,            0.000298,            0.000298,            0.000298
                 149,             0.01212,           0.0035258,           0.0015459,             0.77031,             0.68343,             0.78508,             0.65794,            0.014486,            0.006301,            0.019938,            0.000232,            0.000232,            0.000232
